ID|SalesArea|TimeSince1stOpening|TimeSinceLastOpening|HasCoffee|IsInShoppingMall|HasOnSiteBakery|Population_by_ZC_area_500m|Population500m|Population200m|Population100m|PurchasingPower500m|PurchasingPower200m|PurchasingPower100m|AlcSpending|FoodNonAlcSpending|TobaccoSpending|PopulationDistrict|NonNetworkShopsPerPop|NonNetworkShopsPerPP|NonNetworkShops|ZabkaCount500m|ZabkaCount200m|ZabkaCount100m|SelectedGFKNetworksPerPop|SelectedGFKNetworksPerPP|SelectedGFKNetworksPerZCArea|SelectedGFKNetworks|HighPriceCompetitors500m|HighPriceCompetitors200m|HighPriceCompetitors100m|LowPriceCompetitors500m|LowPriceCompetitors200m|LowPriceCompetitors100m|Discount_500mers500m|Discount_200mers200m|Discount_100mers100m|LiquorStores500m|LiquorStores200m|LiquorStores100m|DirectCompetitors500m|DirectCompetitors200m|DirectCompetitors100m|traditional_shops_100m|traditional_shops_200m|traditional_shops_500m|HasBiedronkaIn500|HasBiedronkaIn200|HasBiedronkaIn100|HasOtherDiscounterIn500|HasOtherDiscounterIn200|HasOtherDiscounterIn100|HasLiqureStoreIn500|HasLiqureStoreIn200|HasLiqureStoreIn100|DirectCompetitorsPerPP100K500m|DirectCompetitorsPerPP100K200m|DirectCompetitorsPerPP100K100m|DistanceCenterCompetitorsin200|TransportPOIs500m|TransportPOIs200m|TransportPOIs100m|TrafficDriversPOIs500m|TrafficDriversPOIs200m|TrafficDriversPOIs100m|AccomodationPlaces|CafeRestaurants500m|CafeRestaurants200m|CafeRestaurants100m|HasBigTrafficGenerator500m|HasBigTrafficGenerator200m|HasBigTrafficGenerator100m|HasChurchesIn500|HasChurchesIn200|HasChurchesIn100|HasBigDrugstoreIn100|HasSchoolIn200|HasSchoolIn100|HasMetroTrainStIn500|HasMetroTrainStIn200|HasMetroTrainStIn100|HasBusStopIn100|HasBusStopIn50|HasHospitalIn50|OfficeArea500m|OfficeArea200m|OfficeArea100m|asRuralArea500m|RuralArea200m|RuralArea100m|IsOfficeDistrict|DistanceCenterTrafficDriversin200|HasRossmannIn100|DistrictCategory|PP_PC_GMINA_CAT|POP_GMINA_CAT|IsCapitalCity|odl_drogi_krajowe_50m|odl_drogi_krajowe_25m|LocationClass|odl_drogi_sec_tert_25m|AccomodationPlacesPerPop|IsTouristicDistrict
879|0,15820895522388059|,784210526315|,832402234636|1|0|0|592|3170|94,682262261617595|23,670560511383453|14051400,680604203|2248228,712513092|562057,05812063126|222877|1215771|168477|56397|0,13513513513513514|5,6933825899952949E-6|80|3|1|1|3,3783783783783786E-3|1,4233456474988236E-7|2,6719775532356748E-8|2|0|0|0|1|1|0|5|0|0|1|1|1|1|0|0|1|4|8|1|0|0|1|0|0|1|1|1|2,8466912949976473E-2|4,4479460405173379E-2|0,17791787960883063|76,968846023389517|4|2|2|5|1|1|151|8|3|2|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|47,77243508893649|0|miejska|20-25TYS|50-200TYS|0|0|0|institutional hub|1|2,6774473819529407|0
953|0,20000000000000001|,768421052631|,134078212290|0|0|0|1941|1993|554,53407344603545|182,79662230825437|61500655,157148659|17567776,514127854|5789048,2275911756|444730|2363307|315441|306826|2,0607934054611026E-3|6,5039957538323089E-8|4|1|1|1|5,1519835136527566E-4|1,6259989384580772E-8|4,7339194197038681E-7|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1,6259989384580773E-3|5,6922399894819278E-3|1,7273996703532392E-2|200|5|2|1|0|0|0|3743|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,39171523846216205|8,2790606410554635E-3|0|0|102,14566348695388|0|miejska|30-35TYS|200-500TYS|1|0|0|neighbourhood|0|12,199096556354416|0
1008|0,19402985074626866|,752631578947|,798882681564|0|0|0|8592|8320|1235,1795573531754|389,38570920179563|276652399,94337493|39808099,672847033|12658614,736050332|1178238|6347319|903446|737098|5,3538175046554939E-3|1,6627363438529815E-7|46|6|3|1|4,5391061452513971E-3|1,4097112480492667E-7|2,8378330730823636E-5|39|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|1|1|6|0|0|0|0|0|0|1|0|0|2,1687865354604106E-3|7,5361547641177402E-3|7,8997585506106818E-3|88,978000728294191|25|2|0|11|2|1|7294|4|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|21330|3400|0|0|0|0|0|101,72641280422468|0|miejska|25-30TYS|>500TYS|1|0|0|neighbourhood|0|9,8955634121921374|0
1028|0,14626865671641792|,757894736842|,156424581005|0|0|0|558|2038|94,678405658166696|23,669716774703417|14791300,951443929|2526670,721233624|631670,75891055446|151196|840143|113645|50673|0,15053763440860216|5,6790136496952218E-6|84|2|1|1|1,2544802867383513E-2|4,7325113747460185E-7|1,3286745993203058E-7|7|1|1|0|2|0|0|1|0|0|0|0|0|0|0|0|0|1|3|0|0|0|1|0|0|0|0|0|1,3521461070702909E-2|3,9577772900766396E-2|0,15831032003518808|182,20806593097441|1|0|0|2|1|0|306|6|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|6,4098337678036126E-3|0|0|0|116,33309170520921|0|miejsko-wiejska|20-25TYS|50-200TYS|0|0|0|institutional hub|0|6,0387188443549817|0
1033|0,14328358208955225|,752631578947|,798882681564|0|0|0|233|1841|37,355361315976367|9,3389184328382289|6050805,2026772574|968122,7876225966|242032,72108929101|114512|632003|88893|32897|0,20171673819742489|7,7675612460973353E-6|47|3|1|1|1,7167381974248927E-2|6,6106904222104981E-7|5,0969483461413015E-8|4|1|1|0|2|1|0|1|0|0|0|0|0|0|0|0|4|6|13|1|0|0|0|0|0|0|0|0|4,9580178166578739E-2|0,10329268278620769|0,4131672756887606|160,29681938524845|0|0|0|12|1|0|90|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,43797289731718109|0,44116931717896352|0,39202743389254213|0|74,001708496338225|0|miejsko-wiejska|20-25TYS|20-50TYS|0|1|1|shopping street|1|2,7358117761498009|0
1034|0,15522388059701492|,752631578947|,798882681564|0|0|0|4055|5292|725,72350409061289|182,87722486127487|108355990,88524947|19420238,489380389|4894205,3470729189|880574|4815066|661832|175008|0,05030826140567201|1,8826831662315645E-6|204|2|2|2|1,1837237977805179E-2|4,4298427440742693E-7|1,1308846751171667E-6|48|0|0|0|1|0|0|0|0|0|1|0|1|0|0|0|2|3|6|0|0|0|0|0|0|1|0|0|1,8457678100309456E-3|1,0298534701794029E-2|4,0864652342308058E-2|51,517970005590868|1|0|0|2|1|1|1751|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9,6608239110765548E-2|0|0|0|76,756264663508603|0|miejska|25-30TYS|50-200TYS|0|0|0|neighbourhood|0|10,005256902541598|0
1052|0,17910447761194029|,726315789473|,072625698324|1|0|0|19355|20018|3454,9888226117896|872,88313279953718|614583151,89333129|109829911,57855514|27764778,84569769|3727961|20644366|2970099|405606|2,4799793335055541E-3|7,8101717972787852E-8|48|15|2|1|0,00108499095840868|3,4169501613094687E-8|1,7262239699993556E-5|21|4|1|1|0|0|0|1|0|0|5|2|5|5|2|2|0|0|19|1|0|0|0|0|0|1|1|0|3,2542382488661603E-3|3,6419951017979523E-3|0,0108050563509706|57,379983498441106|25|5|1|31|9|2|7000|88|20|13|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4000|0|0|0|0|0|0|9,928004914410705|0|miejska|30-35TYS|200-500TYS|1|0|0|transport hub|0|17,258127345256234|0
1097|0,1373134328358209|,710526315789|,754189944134|0|0|0|5332|6910|1011,1627352389345|252,79148462169695|126711582,92534566|24047296,989969831|6011843,2922638329|1798068|9761632|1346909|238042|6,6579144786196545E-2|2,801638112351216E-6|355|2|1|1|7,5018754688672166E-3|3,1567753378605253E-7|5,5264933433206734E-7|40|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|9|0|0|0|0|0|0|0|0|0|1,5783876689302626E-3|4,1584715338988066E-3|1,6633833441514038E-2|78,110558879881012|2|0|0|3|0|0|2463|1|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|6,5841123728049428E-2|0|0|0|139,4059495589411|0|miejska|20-25TYS|200-500TYS|0|0|0|neighbourhood|0|10,346913569874223|0
1109|0,14029850746268657|,742105263157|,223463687150|0|1|0|9668|10403|1705,7721443838291|481,01935553299256|243169595,1976417|42598727,501398221|12007438,186653618|1420986|7557145|1010924|203804|5,1717004551096396E-3|2,0561781154984176E-7|50|2|1|1|3,1030202730657842E-4|1,2337068692990507E-8|7,4333074327969597E-7|3|5|1|0|3|1|0|1|0|0|0|0|0|0|0|0|0|1|7|0|0|0|1|0|0|0|0|0|8,2247124619936717E-4|2,3474879618579614E-3|8,3281711257236334E-3|151,91362421014037|8|1|0|5|0|0|2162|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|103,33032114560547|0|miejska|25-30TYS|200-500TYS|1|0|0|neighbourhood|0|10,608231438048321|0
1129|0,18507462686567164|,721052631578|,106145251396|1|1|0|1782|6434|283,32089997609989|70,830233805339091|49306979,272488721|7838963,9215897629|1959741,2241901634|681188|3708635|521723|195472|0,09034792368125702|3,2652578270969322E-6|161|8|2|1|1,6835016835016835E-2|6,0843313548390039E-7|8,5393026501700332E-7|30|7|0|0|0|0|0|1|0|0|1|0|1|1|1|0|0|2|19|1|0|0|0|0|0|1|0|0|1,8252994064517011E-2|3,8270363660400569E-2|5,1027145199399292E-2|30,420012745299207|10|2|0|25|2|0|1718|44|5|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|24,66930443701326|0|miejska|25-30TYS|50-200TYS|0|0|0|neighbourhood|1|8,788982565277891|0
1158|0,28955223880597014|,726315789473|,603351955307|1|1|0|14460|15765|3384,3341186772241|951,32124834532192|448454421,20771873|105364741,83367534|29562395,58785997|2160306|11909325|1706154|405606|2,0746887966804979E-3|6,6896430453752536E-8|30|5|1|1|2,7662517289073305E-4|8,9195240605003377E-9|1,2623921060337826E-6|4|1|1|1|2|0|0|0|0|0|4|1|4|1|0|0|0|3|14|0|0|0|0|0|0|1|1|0|1,3379286090750508E-3|9,4908408884877349E-4|3,3826757950923907E-3|94,03064818391799|21|5|2|11|1|0|7000|10|1|0|1|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|67,370733951474293|0|miejska|30-35TYS|200-500TYS|1|0|0|transport hub|0|17,258127345256234|0
1161|0,14029850746268657|,726315789473|,474860335195|0|0|0|413|4284|66,08486602500183|16,521207758977908|10626923,730265651|1700307,2566987171|425076,58911481471|36375|206799|28977|33277|0,26876513317191281|1,04451676531629E-5|111|1|1|1|9,6852300242130755E-3|3,7640243795181622E-7|8,3062092925344355E-8|4|6|1|1|0|0|0|1|0|0|2|2|2|0|0|0|0|2|2|0|0|0|1|0|0|1|1|1|9,4100609487954064E-3|5,8812899613307552E-2|0,235251723008885|59,90808625074218|2|0|0|5|2|0|72|4|2|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0,11460612446425197|1,7476565881853386E-4|0|0|36,742209449326062|0|miejsko-wiejska|20-25TYS|20-50TYS|0|0|0|neighbourhood|0|2,1636565796195573|0
1169|0,13134328358208955|,715789473684|,759776536312|0|1|0|3564|3584|929,25240392116223|239,93126539773857|118133626,09703083|31084391,118318051|8045518,6308675921|182429|999896|142769|306826|4,4893378226711564E-3|1,3543984493338212E-7|16|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|2|0|0|0|0|2|5|0|0|0|0|0|0|1|1|1|1,6929980616672766E-3|3,2170486987943589E-3|1,2429279526659485E-2|71,044100476210019|9|3|0|0|0|0|3743|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,16930241256279835|0|0|0|31,497330403403392|0|miejska|30-35TYS|200-500TYS|1|0|0|transport hub|0|12,199096556354416|0
1197|0,12835820895522387|,705263157894|,748603351955|0|0|0|727|3030|116,32275339430726|29,080763029569912|18812036,771898787|3009923,9766775086|752482,92658676894|302690|1635325|222491|94807|0,14305364511691884|5,5283753301691418E-6|104|2|1|1|8,253094910591471E-3|3,1894473058668125E-7|1,0076045526732904E-7|6|3|0|0|2|0|0|1|0|0|2|0|2|0|0|0|0|3|9|1|0|0|1|0|0|1|0|0|1,0631491019556042E-2|3,3223430483578051E-2|0,13289338065595163|200|10|3|2|20|4|0|435|13|1|0|0|0|0|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|35,780615681620318|0|miejska|25-30TYS|50-200TYS|0|0|0|transport-institutinal hub|1|4,5882687987173947|0
1324|0,14626865671641792|,689473684210|,145251396648|0|0|0|146|2996|23,382080684343482|5,8455211853151559|3520754,2101009516|563321,00949938863|140830,27680965574|69729|398567|58159|39832|0,49315068493150682|2,0450163715897544E-5|72|1|1|1|4,1095890410958902E-2|1,7041803096581287E-6|2,1506265860392291E-8|6|0|0|0|2|1|0|2|0|0|0|0|0|0|0|0|0|0|4|1|0|0|0|0|0|0|0|0|2,8403005160968813E-2|0,17751867640950916|0,71007458243626564|190,64200719475332|0|0|0|0|0|0|293|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0,0215368313727404|0|0|0|86,792502414990437|0|miejska|25-30TYS|20-50TYS|0|0|0|neighbourhood|0|7,3558947579835312|0
1353|0,12835820895522387|,689473684210|,435754189944|0|0|0|13160|13122|3453,4185371488916|737,7790523470037|494110585,30766141|130291569,27947457|27422281,125008214|3125317|16974491|2381863|632996|3,7993920972644378E-3|1,0119192238892666E-7|50|9|3|2|7,5987841945288759E-5|2,0238384477785331E-9|5,6908920720007607E-7|1|2|1|1|1|0|0|0|0|0|3|0|3|0|0|0|1|4|22|0|0|0|0|0|0|1|0|0|1,8214546030006799E-3|2,3025281041515583E-3|7,2933392772203268E-3|53,478408602762826|30|3|0|7|2|0|9588|11|1|0|1|1|0|0|0|0|0|1|1|1|0|0|0|0|0|2765|2765|0|0|0|0|0|100,3697903605532|0|miejska|30-35TYS|>500TYS|1|0|0|transport-institutinal hub|1|15,147015147015146|0
1389|0,17313432835820897|,678947368421|,229050279329|0|0|0|136|1339|21,765855227253219|5,4414578323875435|3136486,7307255482|501835,48978641367|125458,73469971286|80180|462819|66707|31025|0,52941176470588236|2,295562078891518E-5|72|3|2|1|7,3529411764705885E-2|3,1882806651271084E-6|3,8189478178673182E-8|10|1|0|0|0|0|0|2|2|2|0|0|0|2|2|2|0|0|4|1|1|1|1|1|1|0|0|0|0,15941403325635542|0,7970739577829461|2,3912244987808458|35,253309058278766|8|0|0|11|0|0|230|4|1|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0,16986975206348237|0,28886086727219262|0,31910787802145563|0|170,0413171826861|0|miejska|20-25TYS|20-50TYS|0|1|1|neighbourhood|0|7,4133763094278811|0
1390|0,14626865671641792|,668421052631|,709497206703|0|1|0|1492|4602|238,78850298516795|59,697254908741684|40140947,740225963|6422548,5465189666|1605640,6106332769|243333|1349686|184463|67613|0,12332439678284182|4,5838479248363712E-6|184|2|1|1|6,7024128686327079E-3|2,4912216982806362E-7|3,197467985547589E-7|10|2|1|0|1|0|0|0|0|0|0|0|0|1|0|0|3|6|14|0|0|0|0|0|0|0|0|0|7,4736650948419086E-3|1,5570143109965308E-2|6,2280437688082169E-2|187,29681581819489|1|0|0|3|0|0|349|1|0|0|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|142,1942870013701|0|miejska|25-30TYS|50-200TYS|0|0|0|institutional hub|0|5,1617292532501144|0
1401|0,15223880597014924|,684210526315|,189944134078|0|0|0|126|528|19,742655774840948|4,9356627876423032|3327829,3778949967|509025,22765407863|127256,2771066006|41869|236018|32785|8763|0,17460317460317459|6,6109158558832124E-6|22|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3,0049617526741876E-2|0,19645391734485429|0,78581585343905325|200|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,41739926529231836|0,13109450963464336|7,7398368572864751E-2|0|138,58255644938004|0|wiejska|20-25TYS|<20TYS|0|0|0|rural area|0|0|0
1436|0,14925373134328357|,657894736842|,217877094972|0|0|0|8903|10068|1975,5606474901447|418,4832436629099|240748016,57777375|53641852,580136642|11388061,130688252|1397994|7727353|1112122|203804|5,6160844659103671E-3|2,0768603085810878E-7|50|2|1|1|4,4928675727282937E-4|1,6614882468648701E-8|1,854342403367698E-6|4|5|2|0|1|0|0|0|0|0|2|0|2|1|1|0|0|0|6|0|0|0|0|0|0|1|0|0|1,2461161851486525E-3|3,7284320056100964E-3|8,7811260277241218E-3|110,68143791100017|10|0|0|4|1|0|2162|3|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|8,5206186243373151E-3|0|0|0|165,44732077472545|0|miejska|25-30TYS|200-500TYS|1|0|0|neighbourhood|0|10,608231438048321|0
1499|0,20000000000000001|,652631578947|,374301675977|0|0|0|103|2219|16,415514468401692|4,1038770753684215|1972140,2237875033|315542,36468081072|78885,561534715933|8310|49718|7396|15102|0,4563106796116505|2,3831976769753374E-5|47|1|1|1|9,7087378640776691E-3|5,0706333552666758E-7|5,3129924239900495E-9|1|5|1|1|0|0|0|1|0|0|3|1|3|0|0|0|2|3|7|1|0|0|0|0|0|1|1|0|5,0706333552666759E-2|0,31691465613866382|1,2676591007847746|67,752620381033893|3|0|0|6|2|1|60|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8,8299447818429924E-2|0|0|0|14,212883509199976|0|miejska|20-25TYS|<20TYS|0|0|0|neighbourhood|0|3,972983710766786|0
1513|0,14925373134328357|,652631578947|,139664804469|0|1|0|9554|11838|2427,5320160966335|691,71657147406859|276763182,88114142|69914100,975119859|19757828,646356232|1652902|9190611|1319820|117699|2,6167050450073268E-3|9,0329933843608404E-8|25|6|1|1|2,0933640360058616E-4|7,2263947074886726E-9|8,8615308912059395E-7|2|4|2|1|1|0|0|2|1|0|2|1|2|0|0|0|0|1|6|1|1|0|1|0|0|1|1|0|2,1679184122466019E-3|1,4303266237462844E-3|5,061284910902502E-3|103,9058690791198|7|2|0|3|1|1|1039|1|1|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2,3101245629179576E-2|0|0|0|111,31717788515063|0|miejska|25-30TYS|50-200TYS|1|0|0|neighbourhood|0|8,8276026134461638|0
1545|0,13432835820895522|,642105263157|,061452513966|0|0|0|11646|11923|2259,9405518158201|827,01242365670976|399506412,67510259|76622919,562035829|27916530,349137302|1877617|10264574|1449591|632996|3,6922548514511421E-3|1,076328154836644E-7|43|2|1|1|2,5759917568263783E-4|7,5092661965347254E-9|1,3980030043547845E-6|3|0|0|0|2|0|0|2|1|0|3|0|3|1|0|0|0|0|5|1|1|0|0|0|0|1|0|0|7,5092661965347259E-4|1,3050925306890388E-3|3,5821070437247323E-3|140,07262881465439|10|1|0|10|5|0|9588|6|4|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|25000|25000|0|0|0|0|0|85,768650293980443|0|miejska|30-35TYS|>500TYS|1|0|0|institutional hub|0|15,147015147015146|0
1564|0,20000000000000001|,626315789473|,156424581005|0|0|0|154|1897|24,57709620969791|6,1442746095477325|3139890,5254287231|502383,94873941247|125595,99857308948|57803|329962|46586|22545|0,50649350649350644|2,4841630422560615E-5|78|1|1|1|0,03896103896103896|1,9108946478892782E-6|3,4877980139064178E-8|6|1|0|0|2|2|0|0|0|0|1|0|1|0|0|0|1|7|12|0|0|0|0|0|0|1|0|0|3,1848244131487964E-2|0,19905094549879856|0,79620370980056243|59,797700900784875|0|0|0|7|1|0|120|1|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6,2056613882016776E-2|0|0|0|77,054972790108565|0|miejska|20-25TYS|20-50TYS|0|0|0|shopping street|1|5,3226879574184967|0
1583|0,13432835820895522|,615789473684|,653631284916|0|0|0|13150|13180|2023,0013262851501|511,04322790133511|439614285,82148564|67559573,384127468|17046699,535007801|3033319|16164828|2257855|756183|3,3460076045627378E-3|1,0008773922753524E-7|44|3|1|1|4,5627376425855514E-4|1,3648328076482078E-8|3,279952342995955E-6|6|1|0|0|3|0|0|0|0|0|5|1|5|2|0|0|1|3|13|0|0|0|0|0|0|1|1|0|1,1373606730401733E-3|1,4801751253138336E-3|5,8662382002237969E-3|103,94725774233807|9|3|0|20|10|7|25891|17|8|1|1|1|1|1|0|0|1|1|1|0|0|0|0|0|0|5484|5484|5484|0|0|0|0|81,271625877674822|1|miejska|25-30TYS|>500TYS|1|0|0|transport-institutinal hub|0|34,239066469359933|0
1595|0,1253731343283582|,600000000000|,636871508379|0|0|0|15355|14790|2599,2139942879435|930,07524727959139|494504447,45707351|86892748,211545542|31932566,671413548|1820497|9803613|1388235|737098|3,7772712471507651E-3|1,1728913723275423E-7|58|9|2|1|1,3025073266037122E-4|4,0444530080260079E-9|1,3256938825853416E-6|2|1|0|0|3|1|0|1|0|0|10|3|10|2|1|0|1|3|13|1|0|0|0|0|0|1|1|1|2,2244491544143041E-3|3,452532071717104E-3|3,1315991924169792E-3|46,835414084185352|28|11|0|23|7|1|7294|29|5|2|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|42,777649358424583|0|miejska|25-30TYS|>500TYS|1|0|0|transport-institutinal hub|1|9,8955634121921374|0
1607|0,17313432835820897|,584210526315|,234636871508|0|0|0|636|3326|101,76172226011197|25,440266350735747|16151237,405420169|2584191,0636662701|646043,59577186941|109173|602351|83260|41779|0,11635220125786164|4,5816922965398587E-6|74|5|2|1|7,8616352201257862E-3|3,0957380382026069E-7|1,1725671533116163E-7|5|1|0|0|0|0|0|2|0|0|2|0|2|0|0|0|0|0|7|0|0|0|1|0|0|1|0|0|0,03095738038202607|7,7393658236807744E-2|0,15478831560975947|127,63150864935818|10|2|1|6|1|0|486|7|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|71,799078572950052|0|miejsko-wiejska|25-30TYS|20-50TYS|1|0|0|shopping street|1|11,632638406855119|0
1617|0,14925373134328357|,605263157894|,083798882681|0|0|0|22765|22734|4802,4766632533083|1272,596926982359|721728828,22794521|151984727,98059624|40358395,435122445|4930657|26347984|3654290|632996|3,821656050955414E-3|1,2054388933529285E-7|87|12|1|1|3,5141664836371624E-4|1,108449557106141E-8|3,3109244194548199E-6|8|1|1|0|1|0|0|1|0|0|10|5|10|2|0|0|1|2|19|1|0|0|0|0|0|1|1|1|1,9397867249357466E-3|6,57960844676229E-4|2,4777992019220274E-3|45,002343436784066|27|0|0|10|0|0|9588|12|3|2|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|80,259519333479275|0|miejska|30-35TYS|>500TYS|1|0|0|neighbourhood|0|15,147015147015146|0
1623|0,16716417910447762|,626315789473|,664804469273|0|1|0|6120|6107|666,99744265746131|55,076007149764614|212045821,18345952|23080758,674640082|1911786,2202604623|1013564|5615227|796709|632996|5,5555555555555558E-3|1,6034270239442071E-7|34|2|1|1|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|5|0|0|0|1|0|0|0|0|0|9,4319236702600413E-4|4,3326132130082325E-3|5,2307103660563035E-2|177,42101219072933|21|7|0|2|0|0|9588|2|1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|90,478387453739074|0|miejska|30-35TYS|>500TYS|1|0|0|transport hub|1|15,147015147015146|0
1631|0,17910447761194029|,621052631578|,089385474860|0|0|0|9651|10540|2019,7492888603051|550,52992162988198|278569927,29054224|58168770,513366386|15805725,729057198|1662705|8832198|1150715|756183|3,9374158118329703E-3|1,3641099155820523E-7|38|2|2|1|2,0723241114910373E-4|7,1795258714844851E-9|5,4403276422262731E-7|2|1|1|1|2|1|0|1|0|0|3|0|3|0|0|0|1|1|3|1|0|0|0|0|0|1|0|0|7,1795258714844857E-4|3,4382710556696873E-3|6,3268211605216141E-3|92,54001182972938|4|0|0|4|0|0|25891|1|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|150,67073139285509|0|miejska|25-30TYS|>500TYS|1|0|0|neighbourhood|0|34,239066469359933|0
1643|0,14029850746268657|,552631578947|,586592178770|0|0|0|97|1519|15,551970878074885|3,8879894786650615|2304549,3038555589|368726,9533179219|92181,661490981627|47978|273638|39561|23778|0,44329896907216493|1,8658745954386877E-5|43|3|2|1|0|0|0|0|2|1|0|0|0|0|1|0|0|1|0|1|0|0|0|1|2|9|0|0|0|1|0|0|1|0|0|0,13017729735618752|0,54240678149600041|1,084814467243935|47,457765515443754|0|0|0|10|5|2|345|3|2|2|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|38,169560776785993|0|miejsko-wiejska|20-25TYS|20-50TYS|0|0|0|neighbourhood|0|14,50921019429725|0
1646|0,16417910447761194|,610526315789|,296089385474|0|0|0|104|1345|16,685223111328792|4,1713074584883216|2717994,150298839|434879,95741131378|108720,03315707717|55580|311913|43273|34364|0,65384615384615385|2,5018449724228991E-5|68|1|1|1|0|0|0|0|3|2|1|0|0|0|1|0|0|7|2|7|0|0|0|0|0|4|0|0|0|1|0|0|1|1|0|3,6791837829748521E-2|0,22994851405722291|0,91979368563585162|116,22334033850166|0|0|0|5|0|0|139|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,19137802335665766|1,2382963133014742E-2|0|0|200|0|miejsko-wiejska|25-30TYS|20-50TYS|0|0|0|neighbourhood|0|4,0449307414736353|0
1649|0,14029850746268657|,615789473684|,301675977653|0|0|0|11368|12902|1715,8648682195958|438,5153437699966|263935445,74429914|39747148,573482014|10159901,18675857|1726756|9194617|1227853|348383|3,6945812807881772E-3|1,591298201026384E-7|42|2|1|1|3,5186488388458831E-4|1,5155220962156037E-8|2,1849592472332287E-6|4|4|2|0|3|1|1|2|1|0|0|0|0|0|0|0|3|5|9|1|0|0|1|1|0|0|0|0|7,5776104810780184E-4|2,5159037462807259E-3|9,8426154114894648E-3|64,541810398440091|4|2|2|2|1|1|2250|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|17,549280864038536|0|miejska|20-25TYS|200-500TYS|1|0|0|neighbourhood|0|6,4584092794424528|0
1698|0,1373134328358209|,589473684210|,569832402234|0|0|0|85|3563|13,540207661423896|3,3849963515057722|1897845,4933358431|303653,75953384972|75912,193804197625|84012|482318|67859|23839|0,50588235294117645|2,2657271179867702E-5|43|3|2|1|0|0|0|0|3|1|0|0|0|0|1|0|0|1|1|1|0|0|0|0|0|12|1|0|0|0|0|0|1|1|0|0,15807398497582117|0,65864489972733253|1,3173114224301397|16,298095399353812|1|0|0|14|2|0|200|4|0|0|1|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|122,07920367911656|0|miejsko-wiejska|20-25TYS|20-50TYS|0|0|0|institutional hub|0|8,3896136582910366|0
