ID|SalesArea|Revenue|TimeSince1stOpening|TimeSinceLastOpening|HasCoffee|IsInShoppingMall|HasOnSiteBakery|Population_by_ZC_area_500m|Population500m|Population200m|Population100m|PurchasingPower500m|PurchasingPower200m|PurchasingPower100m|AlcSpending|FoodNonAlcSpending|TobaccoSpending|PopulationDistrict|NonNetworkShopsPerPop|NonNetworkShopsPerPP|NonNetworkShops|ZabkaCount500m|ZabkaCount200m|ZabkaCount100m|SelectedGFKNetworksPerPop|SelectedGFKNetworksPerPP|SelectedGFKNetworksPerZCArea|SelectedGFKNetworks|HighPriceCompetitors500m|HighPriceCompetitors200m|HighPriceCompetitors100m|LowPriceCompetitors500m|LowPriceCompetitors200m|LowPriceCompetitors100m|Discount_500mers500m|Discount_200mers200m|Discount_100mers100m|LiquorStores500m|LiquorStores200m|LiquorStores100m|DirectCompetitors500m|DirectCompetitors200m|DirectCompetitors100m|traditional_shops_100m|traditional_shops_200m|traditional_shops_500m|HasBiedronkaIn500|HasBiedronkaIn200|HasBiedronkaIn100|HasOtherDiscounterIn500|HasOtherDiscounterIn200|HasOtherDiscounterIn100|HasLiqureStoreIn500|HasLiqureStoreIn200|HasLiqureStoreIn100|DirectCompetitorsPerPP100K500m|DirectCompetitorsPerPP100K200m|DirectCompetitorsPerPP100K100m|DistanceCenterCompetitorsin200|TransportPOIs500m|TransportPOIs200m|TransportPOIs100m|TrafficDriversPOIs500m|TrafficDriversPOIs200m|TrafficDriversPOIs100m|AccomodationPlaces|CafeRestaurants500m|CafeRestaurants200m|CafeRestaurants100m|HasBigTrafficGenerator500m|HasBigTrafficGenerator200m|HasBigTrafficGenerator100m|HasChurchesIn500|HasChurchesIn200|HasChurchesIn100|HasBigDrugstoreIn100|HasSchoolIn200|HasSchoolIn100|HasMetroTrainStIn500|HasMetroTrainStIn200|HasMetroTrainStIn100|HasBusStopIn100|HasBusStopIn50|HasHospitalIn50|OfficeArea500m|OfficeArea200m|OfficeArea100m|asRuralArea500m|RuralArea200m|RuralArea100m|IsOfficeDistrict|DistanceCenterTrafficDriversin200|HasRossmannIn100|DistrictCategory|PP_PC_GMINA_CAT|POP_GMINA_CAT|IsCapitalCity|odl_drogi_krajowe_50m|odl_drogi_krajowe_25m|LocationClass|odl_drogi_sec_tert_25m|AccomodationPlacesPerPop|IsTouristicDistrict
1170|0,14925373134328357|0,39585523993334004|,710526315789|,497206703910|0|1|0|1591|2952|254,53355870160337|63,633479363215741|40769578,373958766|6523143,0371639887|1630788,0577951639|179109|969138|131542|129386|9,9937146448774355E-2|3,8999667482840576E-6|159|1|1|1|1,4456316781898177E-2|5,6414613339958068E-7|4,7362637122578654E-7|23|1|1|1|1|1|1|0|0|0|0|0|0|1|1|1|2|2|5|0|0|0|0|0|0|0|0|0|4,9056185513007009E-3|3,0660066606013333E-2|0,12264009356948646|9,7412223205822084|7|0|0|3|2|2|933|0|0|0|0|0|0|1|1|1|0|1|1|1|0|0|0|0|0|0|0|0|2,9024295346832193E-2|0|0|0|60,260511691205423|0|miejska|25-30TYS|50-200TYS|0|0|0|institutional hub|0|7,2109810953271607|0
1171|0,13432835820895522|0,18998224533298103|,684210526315|,044692737430|0|0|0|3619|4376|1597,7605965472228|554,19781186649436|107392453,34342825|47364497,713896394|16427862,891104102|965989|5081445|672066|632996|1,6579165515335729E-3|5,5869847584287097E-8|6|2|1|1|5,5263885051119092E-4|1,8623282528095699E-8|6,7988115410996094E-7|2|2|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|5|1|0|0|1|0|0|0|0|0|1,8623282528095698E-3|2,1112859805681151E-3|6,0872190535599903E-3|200|7|0|0|4|1|0|9588|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7,3689415655659563E-2|0|0|0|144,83433305927562|0|miejska|30-35TYS|>500TYS|1|0|0|neighbourhood|0|15,147015147015146|0
1176|0,14029850746268657|0,2959389581353622|,700000000000|,743016759776|0|0|0|6929|10117|1110,2832379172016|277,57208254503485|165913091,48355722|26584564,535625227|6646171,6161265345|1011316|5699378|842019|238042|1,5586664742387069E-2|6,5094320788244318E-7|108|5|1|1|8,6592581902150386E-4|3,6163511549024619E-8|1,0024059901518053E-6|6|3|0|0|0|0|0|0|0|0|3|0|3|0|0|0|1|1|6|0|0|0|0|0|0|1|0|0|3,0136259624187179E-3|3,7615812689349424E-3|0,01504625606677926|200|11|3|0|11|1|0|2463|6|0|0|1|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|13,42528247325642|0|miejska|20-25TYS|200-500TYS|0|0|0|transport hub|0|10,346913569874223|0
1182|0,14029850746268657|0,20053590773120369|,715789473684|,608938547486|0|0|0|8118|8352|1437,7593007039425|390,69075117336297|257844787,22351122|45858006,630966|12460725,025828891|1398658|7638497|1084426|306826|4,9273220004927322E-3|1,5513208713940856E-7|40|6|4|1|8,6228135008622813E-4|2,7148115249396496E-8|4,0669536662755708E-6|7|1|0|0|0|0|0|0|0|0|2|0|2|1|0|0|2|6|18|0|0|0|0|0|0|1|0|0|2,7148115249396496E-3|8,7225771329078362E-3|8,0252152096059893E-3|47,373881231520954|18|2|0|52|7|0|3743|41|12|0|1|1|0|1|1|0|0|1|1|1|1|0|0|0|0|23991|2000|0|0|0|0|0|45,557710600373532|0|miejska|30-35TYS|200-500TYS|1|0|0|institutional hub|0|12,199096556354416|0
1186|0,15522388059701492|0,38617402626155511|,726315789473|,553072625698|0|0|0|6858|7746|2194,4139786017558|626,16824251530568|201153489,1511693|64738188,875489272|18552389,738723971|2054396|11798226|1789138|356177|2,1872265966754157E-3|7,4569922019733479E-8|15|1|1|1|0|0|0|0|2|1|1|0|0|0|2|0|0|0|0|0|0|0|0|4|9|11|1|0|0|1|0|0|0|0|0|4,9713281346488991E-4|1,5446833119216485E-3|5,3901411844142289E-3|54,580079520811957|15|2|0|6|0|0|2965|5|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|3,9822817156087667E-2|0|0|0|49,091429712231253|0|miejska|25-30TYS|200-500TYS|1|0|0|institutional hub|1|8,3245128124499903|0
1187|0,2656716417910448|0,40748080249904423|,721052631578|,324022346368|0|0|0|6988|7041|1359,2755980199395|313,57268327832259|211370043,30710235|40942847,345325604|9354393,7839908674|1648856|9110760|1310619|405606|1,8603319977103605E-3|6,1503512023755075E-8|13|2|1|1|7,1551230681167716E-4|2,3655196932213491E-8|2,1348102362460446E-6|5|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|9,4620787728853957E-4|2,4424290562052686E-3|1,0690163607516743E-2|200|9|1|0|0|0|0|7000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|151,4964159054536|0|miejska|30-35TYS|200-500TYS|1|0|0|neighbourhood|0|17,258127345256234|0
1198|0,16119402985074627|0,33049264295142083|,715789473684|,279329608938|0|0|0|1110|3596|177,58574266865881|44,396636772256784|29279740,202845044|4684748,8919375474|1171192,5281786167|200688|1121893|160536|125394|0,27297297297297296|1,0348452476042059E-5|303|4|1|1|0,03063063063063063|1,1612124890608251E-6|3,755833717462152E-7|34|2|1|1|0|0|0|0|0|0|1|1|1|0|0|0|0|0|12|0|0|0|0|0|0|1|1|1|1,3661323400715587E-2|2,1345861284497017E-2|8,5383058373430104E-2|62,87965907614393|10|2|2|5|1|1|806|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|6,9673930388497007E-2|6,4155954594618415E-3|0|0|24,464299018641213|0|miejska|25-30TYS|50-200TYS|1|0|0|institutional hub|1|6,4277397642630429|0
1201|0,13432835820895522|0,23740433661783322|,726315789473|,346368715083|0|0|0|1110|3102|177,58632744416749|44,396559796343674|29279738,901544839|4684764,3184373062|1171190,497537991|142115|794454|113682|125394|0,27297297297297296|1,0348452935965672E-5|303|2|1|1|0,03063063063063063|1,1612125406694154E-6|3,755833717462152E-7|34|2|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1,0245993005906605E-2|2,1345790994531169E-2|8,5383206412803225E-2|101,32681687638021|6|2|1|1|0|0|806|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,32700451627282806|6,2779854580532521E-2|0|0|108,84445861731517|0|miejska|25-30TYS|50-200TYS|1|0|0|neighbourhood|0|6,4277397642630429|0
1202|0,16417910447761194|0,29449166751254097|,721052631578|,223463687150|0|1|0|76|1777|12,20793476847164|3,0519904748608391|1646516,689257866|263442,64901459258|65860,808622694065|43102|252601|37227|19231|0,55263157894736847|2,5508396163861932E-5|42|2|1|1|1,3157894736842105E-2|6,0734276580623646E-7|4,8071559312058631E-9|1|1|1|0|0|0|0|1|0|0|2|0|2|0|0|0|0|2|6|1|0|0|0|0|0|1|0|0|0,12146855316124729|0,37958925927161025|1,5183536626901113|151,81838004266692|4|2|0|8|4|2|39|10|4|1|0|0|0|1|1|1|0|1|1|1|1|0|0|0|0|0|0|0|0,17107535238616706|3,9216436509842252E-2|0|0|42,841261991676241|0|miejsko-wiejska|20-25TYS|<20TYS|0|0|0|institutional hub|1|2,0279756642920286|0
1203|0,16716417910447762|0,22632215516891627|,721052631578|,212290502793|0|0|0|1744|7259|276,72484822403169|66,099990978343641|47180940,696926139|7487640,2733958792|1788007,9692959222|121276|653355|88637|356177|2,1788990825688075E-2|8,0540996933695553E-7|38|1|1|1|5,7339449541284407E-4|2,1194999193077777E-8|9,5890437230627064E-8|1|5|2|1|0|0|0|0|0|0|2|0|2|1|0|0|0|3|5|0|0|0|0|0|0|1|0|0|4,2389998386155557E-3|1,3355342450852925E-2|5,5928162355662087E-2|48,805304603931376|4|2|0|3|2|0|2965|3|2|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0,52375353563658245|8,3782676285560881E-2|0|0|106,62226012699792|0|miejska|25-30TYS|200-500TYS|1|0|0|institutional hub|0|8,3245128124499903|0
1215|0,16417910447761194|0,30132751590745338|,710526315789|,206703910614|0|0|0|369|4623|59,111978378272617|14,777997827790708|9209180,8526758477|1473470,7328665433|368367,76381043316|74734|429077|61297|69633|0,35501355013550134|1,4224935105051851E-5|131|1|1|1|3,5230352303523033E-2|1,4116347814173592E-6|9,1336691392130856E-8|13|6|2|0|1|0|0|4|0|0|1|0|1|0|0|0|0|0|4|1|0|0|1|0|0|1|0|0|0,01085872908782584|6,7866974056183915E-2|0,27146783683129588|162,42474551265076|1|0|0|6|2|2|365|3|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|43,971302911734981|0|miejska|25-30TYS|50-200TYS|0|0|0|neighbourhood|0|5,2417675527407983|0
1222|0,14925373134328357|0,4024569503527336|,710526315789|,614525139664|0|0|0|4738|4574|863,00373851147333|226,45690412792683|124700618,41418943|22182753,884531744|5778231,3436114639|749957|4068927|575531|125710|4,0101308569016466E-3|1,5236492201579995E-7|19|1|1|1|4,2211903756859433E-4|1,6038412843768416E-8|7,8675910383413921E-7|2|1|0|0|1|0|0|1|0|0|0|0|0|2|1|0|0|1|3|0|0|0|1|0|0|0|0|0|2,4057619265652626E-3|9,0160131172650291E-3|1,7306333729708162E-2|128,72096661924741|0|0|0|5|2|1|869|3|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2,1391200274229558E-2|0|0|0|45,782597124276371|0|miejska|25-30TYS|50-200TYS|1|0|0|neighbourhood|0|6,912735661443004|0
1228|0,18507462686567164|0,20292791327249357|,710526315789|,195530726256|0|1|0|9078|8591|2078,2195349938816|583,97774978503276|217832846,98600581|49505731,044065356|13851271,025376946|617149|3278590|437031|348383|5,7281339502092974E-3|2,3871514658824906E-7|52|1|1|1|6,6093853271645734E-4|2,7544055375567195E-8|1,9158128143885798E-6|6|1|0|0|4|1|1|1|1|1|0|0|0|1|0|0|1|1|4|1|1|1|0|0|0|0|0|0|9,1813517918557332E-4|2,0199681509801234E-3|7,2195540623520953E-3|32,76269774063406|7|1|0|7|0|0|2250|3|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|2340|0|0|5,1936980489046569E-4|0|0|0|42,831585374797299|0|miejska|20-25TYS|200-500TYS|1|0|0|institutional hub|0|6,4584092794424528|0
1232|0,14925373134328357|0,45465396916461071|,694736842105|,592178770949|0|1|0|136|1471|21,766006110902886|5,4415007392794434|3136485,3749125558|501838,96857323096|125459,72396482038|88766|512378|73850|31025|0,52941176470588236|2,2955630711974014E-5|72|1|1|1|7,3529411764705885E-2|3,1882820433297243E-6|3,8189478178673182E-8|10|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|3|10|0|0|0|0|0|0|0|0|0|3,1882820433297245E-2|0,19926710810104711|0,79706854789542314|200|6|1|0|3|0|0|230|1|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0,10532040335008919|0|0|0|22,296628441012231|0|miejska|20-25TYS|20-50TYS|0|0|0|neighbourhood|0|7,4133763094278811|0
1249|0,15223880597014924|0,26361354279191179|,710526315789|,189944134078|0|1|0|69|1661|10,970395506061038|2,7426202682711005|1577016,2707467955|252321,39756525817|63080,841406185587|43029|242522|34110|18435|0,66666666666666663|2,9169007862053773E-5|46|3|1|1|5,7971014492753624E-2|2,5364354662655458E-6|1,8068979168652175E-8|4|3|1|1|1|0|0|0|0|0|1|0|1|0|0|0|0|1|4|0|0|0|0|0|0|1|0|0|0,19023265996991592|0,39631993546697475|1,585267377080265|66,427235612813035|0|0|0|7|2|0|217|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36292465121146344|0,4419078783248846|0,4278825379715645|0|24,601742405883275|0|miejsko-wiejska|20-25TYS|<20TYS|0|1|1|neighbourhood|0|11,771087605098996|0
1252|0,20000000000000001|0,2837071702499101|,705263157894|,206703910614|0|1|0|636|5038|101,76180521985114|25,440328099197856|16151254,138890244|2584193,1703898185|646045,16384501569|43892|242170|33474|41779|0,11635220125786164|4,5816875496879866E-6|74|4|2|1|7,8616352201257862E-3|3,0957348308702614E-7|1,1725671533116163E-7|5|3|0|0|0|0|0|2|0|0|10|3|10|0|0|0|1|3|19|1|0|0|0|0|0|1|1|1|2,4765878646962093E-2|7,7393595142823846E-2|0,15478793990939882|42,341913469019758|11|1|0|6|2|1|486|12|4|2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2,3650159788334247E-3|0|0|0|43,561056437396999|0|miejsko-wiejska|25-30TYS|20-50TYS|0|0|0|neighbourhood|0|11,632638406855119|0
1258|0,14925373134328357|0,31243170713830953|,705263157894|,279329608938|0|0|0|1299|5077|207,86269235111772|51,965912845926333|29068920,720923766|4651015,6220789086|1162759,2702096296|207732|1211549|182164|98757|0,20092378752886836|8,9786615232719175E-6|261|2|1|1|1,0777521170130869E-2|4,8161402806822547E-7|2,3177005493360636E-7|14|2|1|0|0|0|0|1|0|0|0|0|0|0|0|0|2|4|14|1|0|0|0|0|0|0|0|0|6,8802004009746506E-3|2,1500680308466056E-2|8,6002324438119823E-2|172,25681409035704|5|0|0|7|0|0|910|3|1|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|151,81836017572255|0|miejska|20-25TYS|50-200TYS|0|0|0|neighbourhood|0|9,2145366910700002|0
1271|0,16417910447761194|0,25198802083822952|,700000000000|,603351955307|0|1|0|7407|9155|1737,9540429920089|559,29812967535293|178367834,80726537|42330812,947560571|13811376,276010241|1403505|7708170|1084976|295198|1,1070608883488592E-2|4,5972414302502896E-7|82|1|1|1|1,0800594032671796E-3|4,4851135904880873E-8|2,5329099038095547E-6|8|2|0|0|5|2|2|1|0|0|2|1|2|0|0|0|0|3|7|1|0|0|0|0|0|1|1|1|5,6063919881101088E-4|2,3623453705904503E-3|7,2404080521429022E-3|33,910257109120288|4|2|0|5|2|2|2225|1|0|0|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0,04280268429051319|0|0|0|42,141409868420133|0|miejska|25-30TYS|200-500TYS|1|0|0|neighbourhood|0|7,5373139384413177|0
1272|0,14328358208955225|0,2948477440506303|,705263157894|,128491620111|0|0|0|117|603|18,687906431588093|4,6719752238066006|3146358,2305707908|503717,14856017544|125929,24983302483|434646|2374080|319609|31442|0,4358974358974359|1,6209215945111223E-5|51|1|1|1|0,05128205128205128|1,9069665817777911E-6|2,9553148934739918E-8|6|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|0|0|0|0|0|0|0|0|0|3,1782776362963186E-2|0,19852411276018672|0,79409668629483954|200|2|0|0|1|1|1|255|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0,62673086272592393|0,4186618330621158|0,38191216708317877|0|51,05484655591782|0|miejsko-wiejska|25-30TYS|20-50TYS|0|1|0|neighbourhood|0|8,1101711087080979|0
1280|0,17313432835820897|0,21236765753186196|,684210526315|,324022346368|0|1|0|3810|3928|1465,5109712906658|372,49751164499094|103131779,08004722|40048523,97511173|10229452,260417748|1364501|7395723|1025155|203804|8,9238845144356954E-3|3,2967529798560353E-7|34|3|2|1|2,6246719160104987E-4|9,6963322936942215E-9|2,3922449707965413E-7|1|2|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|3|10|0|0|0|0|0|0|1|0|0|2,9088996881082665E-3|4,9939418522463039E-3|9,7756944804311754E-3|146,67481870962669|7|2|0|2|1|1|2162|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|73,75663909517408|0|miejska|25-30TYS|200-500TYS|1|0|0|neighbourhood|0|10,608231438048321|0
1297|0,12835820895522387|0,36176117490594706|,700000000000|,743016759776|0|0|0|490|2799|78,420596205057734|19,605151971565245|12231245,723161733|1957002,5037524339|489250,69881483057|134701|757388|109371|59384|0,20408163265306123|8,175782112743817E-6|100|1|1|1|1,8367346938775512E-2|7,3582039014694345E-7|1,1548185726861937E-7|9|3|2|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|3|1|0|0|1|0|0|0|0|0|8,1757821127438172E-3|5,1098554962630882E-2|0,20439418940482201|193,5384594224474|0|0|0|2|1|0|603|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4,2046083690606237E-2|0|0|0|135,15129228840814|0|miejska|25-30TYS|50-200TYS|0|0|0|neighbourhood|1|10,154250303111949|0
1298|0,12238805970149254|0,34972004112404276|,694736842105|,379888268156|0|0|0|40|1525|6,3850746258921385|1,5962692692367539|885254,36371539056|141640,78747385248|35410,210461465678|31819|179447|25227|12821|0,34999999999999998|1,581466364225797E-5|14|1|1|1|2,5000000000000001E-2|1,1296188315898551E-6|4,8566990768149539E-9|1|4|3|2|0|0|0|1|0|0|0|0|0|0|0|0|0|1|4|1|0|0|0|0|0|0|0|0|0,1129618831589855|0,70601132472848227|2,8240442148408755|77,266045160195503|0|0|0|5|3|0|79|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0,20259718664213619|0,04510960999199623|0|0|73,184386305218368|0|miejsko-wiejska|20-25TYS|<20TYS|0|0|0|neighbourhood|0|6,1617658528975898|0
1299|0,12835820895522387|0,28297521591221864|,700000000000|,413407821229|0|0|0|104|916|16,685219371635149|4,1713055886407933|2717995,4994013938|434879,85994076746|108719,9844217856|88299|495532|68746|34364|0,65384615384615385|2,5018437306086854E-5|68|2|1|1|0|0|0|0|1|0|0|1|0|0|2|1|0|3|0|3|1|0|0|0|0|5|1|1|0|1|0|0|1|0|0|0,11037545870332435|0,2299485655960716|0,91979409794655698|176,7812772156434|3|3|3|6|1|0|139|4|1|1|0|0|0|0|0|0|0|1|0|1|1|1|0|0|0|0|0|0|2,6083535287923808E-2|0|0|0|45,671901064666415|0|miejsko-wiejska|25-30TYS|20-50TYS|0|0|0|transport hub|1|4,0449307414736353|0
1305|0,15223880597014924|0,30540658738249804|,700000000000|,581005586592|0|0|0|5096|6315|815,30916840092971|203,82719793747043|125936626,83884197|20149886,177358255|5037469,2171623269|413010|2328565|346928|120000|2,7472527472527475E-3|1,1116702385490647E-7|14|2|1|1|1,9623233908948196E-4|7,9405017039218913E-9|3,1559618404916234E-7|1|4|2|2|2|0|0|1|0|0|2|1|2|0|0|0|0|0|4|1|0|0|0|0|0|1|1|1|1,5881003407843782E-3|4,9628071900657492E-3|1,9851237931004434E-2|19,056697882460437|3|0|0|12|0|0|423|2|1|0|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|7,2889567999228607E-3|0|0|0|132,42167546013502|0|miejska|>35TYS|50-200TYS|0|0|0|neighbourhood|1|3,5249999999999999|0
1311|0,14029850746268657|0,36569077093369828|,694736842105|,122905027932|1|1|0|1746|3919|428,74705680376195|129,99141982440554|43737405,603427634|10753419,933995642|3261867,9066586173|70246|391008|56550|37620|3,4364261168384883E-2|1,3718234808901854E-6|60|5|1|1|2,2909507445589921E-3|9,1454898726012368E-8|8,2059641541403478E-8|4|1|0|0|2|0|0|3|0|0|4|0|4|3|1|0|0|2|4|1|0|0|1|0|0|1|0|0|1,8290979745202475E-2|1,8598734284311181E-2|3,0657280693637195E-2|149,37435542274068|1|1|0|12|0|0|172|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|88,151289273561403|0|miejsko-wiejska|20-25TYS|20-50TYS|0|0|0|neighbourhood|0|4,5720361509835197|0
1320|0,16417910447761194|0,3710095862608308|,689473684210|,731843575418|0|0|0|490|3592|78,420229586075379|19,60515966651905|12231236,535617314|1956993,3546984724|489250,89084402443|226010|1270789|183508|59384|0,20408163265306123|8,1757882540167032E-6|100|2|1|1|1,8367346938775512E-2|7,358209428615034E-7|1,1548185726861937E-7|9|2|0|0|1|0|0|0|0|0|3|1|3|0|0|0|1|1|15|0|0|0|0|0|0|1|1|0|1,6351576508033407E-2|5,1098793851248263E-2|0,20439410918084663|148,77977200003636|3|0|0|6|1|1|603|10|0|0|1|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|45,213366387146912|0|miejska|25-30TYS|50-200TYS|0|0|0|shopping street|1|10,154250303111949|0
1322|0,15522388059701492|0,27655569875848679|,700000000000|,743016759776|0|0|0|1110|4586|177,58532396998956|44,396165403876587|29279751,983734868|4684737,8465794167|1171180,0933825367|318724|1781740|254956|125394|0,27297297297297296|1,0348448312278015E-5|303|6|2|1|0,03063063063063063|1,1612120218397773E-6|3,755833717462152E-7|34|2|0|0|2|1|1|1|1|0|2|0|2|2|1|1|1|1|6|1|1|0|0|0|0|1|0|0|2,7322635807994763E-2|6,4037734836976293E-2|0,17076792982569505|73,238575394256685|13|3|3|10|0|0|806|4|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|21,883474778530829|0|miejska|25-30TYS|50-200TYS|0|0|0|transport hub|0|6,4277397642630429|0
1328|0,15820895522388059|0,21406119238052645|,684210526315|,055865921787|0|0|0|86|1545|13,708574430771044|3,4271419894621178|1869966,1585713427|299194,50060709869|74798,589833316742|43522|254471|36924|21534|0,33720930232558138|1,5508302044437023E-5|29|1|1|1|1,1627906976744186E-2|5,3476903601506974E-7|5,0659149667921336E-9|1|3|1|0|0|0|0|1|1|0|1|1|1|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|5,3476903601506975E-2|0,33423074219976956|1,3369236000684341|148,78241531506629|0|0|0|4|1|0|473|1|1|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|7,8586752604900806E-2|0|0|0|129,09281154278338|0|miejsko-wiejska|20-25TYS|20-50TYS|0|0|0|neighbourhood|1|21,965264233305472|0
1331|0,15522388059701492|0,34879891985636552|,689473684210|,273743016759|0|0|0|58|2782|9,3422762049660513|2,335568547429177|1408686,1715537182|225986,94370708748|56496,723739698027|39622|224829|32371|14375|0,62068965517241381|2,5555727547388077E-5|36|1|1|1|0,10344827586206896|4,2592879245646794E-6|3,0839385794916495E-8|6|0|0|0|2|0|0|4|2|1|1|0|1|0|0|0|2|2|4|1|1|1|1|0|0|1|0|0|7,0988132076077987E-2|0,44250344006428438|1,7700141420719928|112,78566487633833|3|0|0|6|1|0|722|2|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|7,7939273770253018E-2|0|0|0|135,70550217817922|0|miejsko-wiejska|20-25TYS|<20TYS|0|0|0|neighbourhood|1|50,22608695652174|1
1333|0,14029850746268657|0,27417137082323323|,689473684210|,642458100558|0|1|0|2544|3980|349,95861880217075|74,215372291757262|60954267,087442197|8302230,5536644915|1763203,0957714147|803745|4309049|584156|203804|9,0408805031446538E-3|3,7733207368411559E-7|23|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|4|0|0|0|0|0|0|0|0|0|1,6405742334091981E-3|1,2044955792737093E-2|0,05671496394251125|200|7|4|1|1|0|0|2162|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|9,8138916647889901E-2|0|0|0|21,588010486562851|0|miejska|25-30TYS|200-500TYS|1|1|1|transport hub|0|10,608231438048321|0
1340|0,17014925373134329|0,17132027867110741|,673684210526|,418994413407|0|0|0|126|2549|20,143484527550505|5,0358896334928573|3379925,5076798294|540787,43939342571|135197,35655664461|19440|109622|15473|38617|0,65079365079365081|2,4260889718924428E-5|82|5|1|1|7,9365079365079361E-3|2,9586450876737108E-7|3,4122496126893058E-9|1|2|0|0|2|0|0|2|0|0|4|2|4|0|0|0|1|1|2|1|0|0|0|0|0|1|1|1|0,14793225438368554|0,18491553744695885|0,73965943230629871|79,614929498157167|6|0|0|13|0|0|196|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|42,672012253889683|0|miejska|25-30TYS|20-50TYS|0|0|0|neighbourhood|1|5,0754848900743195|0
1346|0,16716417910447762|0,29293580355015092|,694736842105|,100558659217|0|0|0|8788|7864|1555,0991797684487|423,55477956996884|244254049,26387885|43058680,686947249|11695015,67615412|786405|4281162|604083|125710|5,6895766954938552E-3|2,047048970147582E-7|50|1|1|1|4,5516613563950843E-4|1,6376391761180658E-8|1,0843898993744559E-6|4|2|2|1|2|2|1|2|0|0|0|0|0|0|0|0|0|0|2|1|0|0|1|0|0|0|0|0|4,0940979402951646E-4|2,3224120759072365E-3|8,5506512149357613E-3|67,166473911294943|2|1|1|4|2|1|869|7|2|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2,225333695778026E-5|0|0|0|71,49468345863724|0|miejska|25-30TYS|50-200TYS|1|0|0|neighbourhood|0|6,912735661443004|0
1347|0,15223880597014924|0,15726975294142576|,589473684210|,083798882681|0|0|0|9015|9481|2599,9252456902668|866,18631988858249|262101408,9366374|75608654,187049016|25195851,5032815|3237397|18084531|2702814|737098|2,7731558513588465E-3|9,5382928697051422E-8|25|2|1|1|1,1092623405435385E-4|3,8153171478820569E-9|6,933861512205974E-7|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|1|3|12|0|0|0|1|0|0|0|0|0|7,6306342957641136E-4|1,3225999202764406E-3|3,9689073412333782E-3|200|7|0|0|1|0|0|7294|3|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2500|0|0|0|0|0|0|200|0|miejska|25-30TYS|>500TYS|1|0|0|neighbourhood|0|9,8955634121921374|0
